source1_entity_id	matched_entity_ids
S1-501627799	S2-379072302,S2-496938068,S2-271449782,S2-329974529,S3-925607977,S3-91797453
S1-502039482	S2-797257199,S2-884552066,S2-708364396,S3-870150585,S3-689635019,S3-68237486
S1-502055237	S3-705460022,S3-474774954,S3-665266374
S1-50216702	S2-637861222,S3-296114799,S3-270452974,S3-817482980
S1-502187379	S2-78162027,S2-164274812,S2-406129754,S2-363393183,S3-230938952,S3-815258028
S1-502381766	S2-28551384,S3-385023726,S3-615188365
S1-502781798	S2-238722533,S2-277904545,S3-563795183
S1-502792973	S3-870339876,S3-148568829
S1-502826134	S2-175568452,S2-804154211,S3-720901885,S3-390834193,S3-372820458
S1-503227865	S2-636899330,S3-212064464
S1-503271306	S2-197605790
S1-503306856	S3-766314654
S1-503452250	S2-654382534,S2-961885875,S2-956087491,S2-191356012,S3-371047656,S3-429349452
S1-503885567	S3-896592941,S3-726903495,S3-233843295
S1-504261681	S2-155056488,S2-79285582,S2-944428013,S3-98429597,S3-32527493,S3-400442937,S3-594124389
S1-504627734	S2-898343154,S3-565677589,S3-145308507
S1-504730603	S2-560401144,S2-562558651,S2-848262383,S3-315070351,S3-211591548,S3-151061089,S3-842416389
S1-504862013	S2-643765455,S2-505186857,S3-257517051
S1-504933019	S2-69219149
S1-505475964	
S1-505611155	S2-254299542,S3-364447390,S3-310557605
S1-505704449	S2-848263338,S2-197455938,S2-271722806,S2-677014697,S3-207063431
S1-505753870	S2-711776087,S3-929063348,S3-230234288
S1-50588991	S2-74537265,S2-898716801,S2-375516397,S3-747731484
S1-506616855	S2-763242816,S2-616546129,S3-553018477,S3-554312555,S3-90871336,S3-156785651
S1-506629756	S3-524869575,S3-38472022,S3-727915354,S3-503955286
S1-50664386	S2-460821430,S2-597436998,S3-922288067
S1-50673223	S2-541495170,S2-184847407,S3-795674317
S1-507340426	S2-732891554,S2-744676367,S2-763160955,S2-236225791,S3-36818832,S3-185005250,S3-888015732,S3-560136832
S1-50749491	S2-535234616,S3-392056578
S1-507543346	S2-854972501,S2-58866749,S2-532233182,S3-511527618
S1-508675986	S2-874392420,S2-273794569,S3-699762887,S3-569136160
S1-508769599	S2-106663013,S2-724561023
S1-508866197	S2-184285990,S2-678147340,S2-719977105,S3-989664934
S1-509346614	S2-321252130,S3-629764864,S3-109459561
S1-509859051	S2-242916969,S2-889547058,S3-435423320,S3-69146257
S1-510006375	S2-542754890,S3-215285860,S3-832315266
S1-510615559	S2-288277707,S2-79796249,S2-323390561,S3-413976362
S1-51067386	S2-235094417,S2-391932992,S2-409877704,S3-782943107,S3-677661134
S1-510688610	S2-949464450,S2-169852354
S1-511076246	S2-100727491,S2-752334650,S3-460884632
S1-511336221	S2-587005574,S2-241964937,S3-49861841
S1-511646965	S3-341487941,S3-936442721
S1-511876979	
S1-512287160	S2-34458544,S2-105895280,S2-708017531,S3-688471134,S3-375778428
S1-512305382	S2-997750951,S2-299747925,S2-984571934
S1-51279149	S2-534279441,S2-5356410,S3-610056135,S3-633472822,S3-500452745
S1-513202089	S2-10128667,S2-188075589,S3-205044005,S3-167737417
S1-513407139	S2-712565474,S2-630586931,S3-812671546,S3-124122399,S3-147742565,S3-250902997
S1-514059871	S2-857440200,S3-617126829,S3-448637357
S1-514444026	S2-65837570,S2-579197774,S2-723119802,S3-452941833,S3-763047849
S1-514557658	S2-998916192,S2-394457952,S2-906691656,S3-42297653,S3-176571348,S3-561331890
S1-514596900	S2-648337490,S2-958362662,S3-853517362,S3-413892126,S3-448904889
S1-515086445	S2-467466272,S2-526839294,S2-355483125,S3-285339651,S3-834630992,S3-757833150
S1-516134508	S2-944418659,S3-77462123
S1-516208132	S2-614562368,S3-75067723
S1-516734255	S3-797992142,S3-159238066
S1-517683305	S2-258719094,S2-870253909,S3-475029927,S3-538952673,S3-919275552
S1-5186327	S2-548915782,S3-795805024
S1-518745913	S2-551682674,S2-432533911,S3-490882883,S3-270919236,S3-923346866,S3-881429194
S1-518839389	S2-763006226,S2-270196890,S3-317765335,S3-740558509,S3-419353795
S1-518942171	S2-511643961,S3-429373712,S3-803085509
S1-520027791	S2-262629705,S2-719582544,S3-261795938,S3-876679255
S1-52005849	
S1-52007524	
S1-52054281	S2-690041411,S2-927030238,S3-256000545,S3-1336350
S1-520679444	S2-944017037,S3-896558845,S3-706590760
S1-520686987	S2-565139482,S2-707184630,S2-337001549,S2-411110069,S3-776343839,S3-938465794,S3-808252297,S3-680860144
S1-520722573	S2-998420561,S3-805470021
S1-521084426	S2-472050021,S2-265867205,S3-172317902,S3-919310924,S3-646557666
S1-521336346	S2-140915486,S3-996774084
S1-521458401	S2-389947983,S2-720708120,S3-550844652,S3-546652805,S3-215725909,S3-846939423
S1-521683395	S2-193624241,S3-491409139,S3-249778978,S3-797931775
S1-521713985	
S1-521751148	S2-124361604,S2-633782412,S3-17438966,S3-460174061
S1-521782533	S2-285761233,S3-734272775
S1-522242210	S2-529876207,S3-239261135
S1-522608106	S2-731714285,S2-974533367,S3-612661684,S3-490847834,S3-264395577
S1-522668889	S2-89049593,S2-493290276,S2-628331506,S3-966339815,S3-129845560
S1-522995114	S2-662095840,S3-914834449
S1-523188737	S2-105952884,S2-162040581,S3-367090159,S3-28082400
S1-523368208	S2-608149969,S2-209456276,S3-752103864,S3-999874978
S1-523753175	S2-87254152,S2-138585087,S2-201625272,S2-650669901
S1-524084751	S2-762430078,S2-930822949,S3-95939324
S1-524269445	S2-217192442,S3-561918764,S3-698283192
S1-524347427	S2-754052979,S2-46880115,S3-861922066,S3-303550858
S1-524655338	
S1-524840144	S3-146689487
S1-524887516	S2-61165185,S2-897016646,S2-667563940,S3-93938272
S1-524928786	S2-525784117,S2-946498302,S3-215482020,S3-765775604,S3-821035232,S3-348478540
S1-525094023	S2-909653095,S2-736941983,S2-926788796,S3-259578593
S1-525096876	S2-522952035,S2-826779599,S3-433755974,S3-860531453
S1-5261369	S3-988778674,S3-605924478,S3-935638728
S1-526536568	S2-616259281,S2-943709574,S3-654550161,S3-745172562
S1-526590712	S2-326240428,S2-365415421,S2-279210416,S3-28984059
S1-52701010	S2-924412925,S2-497277606,S3-23835236
S1-527328101	
S1-527497541	S2-119862819,S2-285577649,S2-295208809,S3-101683680,S3-548056203
S1-529216273	S2-302040484,S2-613013082
S1-529307976	S3-642444713,S3-250823548
S1-530068562	S2-7502582,S2-370434064,S2-719516098,S2-715002939,S3-332782801,S3-668076003,S3-858570623
S1-530087827	S2-208801361,S3-867858752
S1-530496673	S2-929396166,S2-486549862,S2-824251240,S3-551193816
S1-530544910	S2-137671220,S2-552789269,S3-944871297,S3-398630095
S1-530552317	S2-932348349,S3-140112858,S3-576144582
S1-530617747	S2-29383509,S3-581692144,S3-531460836,S3-392951773
S1-530628821	S2-378208431,S2-843105342,S3-493419877,S3-598945825
S1-530639460	S2-765282118,S2-160221902,S3-619230254,S3-81271385,S3-116575160
S1-530966759	S2-16703479,S2-909863156,S3-232760534
S1-531107896	S2-577089889,S3-707603412,S3-245654318,S3-79513128,S3-951268820
S1-531429114	
S1-531678758	S2-416451269,S2-851159882
S1-531837855	S2-402689406,S2-632323311,S2-804048321,S2-336884453,S2-410214465,S3-798644208
S1-532195683	S3-435235567,S3-145000481
S1-532282131	S2-911217245,S2-92131211,S2-345657944,S3-921368944,S3-904280983
S1-532325191	
S1-533013989	S2-396344823,S3-819826490
S1-533419421	S2-428375790,S3-324849460,S3-924062635,S3-373346664
S1-533520548	S2-47705533,S2-641557771,S3-877907506,S3-845540641,S3-42620481
S1-53356671	S2-453334141,S2-904412198,S2-256033433,S3-468658814,S3-996978203
S1-53374274	S2-642181874,S3-870239805,S3-4814579,S3-280857945,S3-554315449,S3-324069320
S1-533831012	S2-200063531,S3-893191740,S3-527535028,S3-106314371
S1-534154706	S2-589713758,S2-977668308
S1-534618241	S2-122833808,S2-61884332,S3-930528130,S3-774768978,S3-693643298
S1-534799627	S2-914849378,S2-569407312,S3-23921995,S3-22575463
S1-535340304	S2-386482950,S2-720765888,S3-416157231,S3-70206570,S3-509859224
S1-535729178	S3-387390021,S3-187646272,S3-782495680
S1-535802318	S2-671426539,S3-765136724,S3-361532053
S1-535840870	S2-532448975,S3-70344709
S1-535875486	S2-680962756,S2-684188945,S2-215118935,S3-410613603
S1-536101922	S2-679900714,S2-375332463,S2-792999082,S3-894932954,S3-842334233
S1-536435138	S2-673195186,S3-262384901,S3-671909315
S1-536475371	S2-986946240,S3-442311026,S3-350185694
S1-537191216	S2-993498227,S2-876075256,S3-920878650,S3-541475807
S1-537410650	S2-394590932,S2-639844702,S2-6182325,S2-585519925,S2-381830694,S3-364817782,S3-45333811,S3-871471218
S1-538332147	S2-453574978,S2-901027530,S3-770330195,S3-840948817
S1-538689048	
S1-539009314	S2-490344105,S2-933052337,S2-110453159,S3-633925408
S1-539360652	S2-419628755,S2-540940810,S2-984857463
S1-539955901	S2-300215923,S3-741583179,S3-294458161,S3-692748180
S1-54036499	S2-530156492,S2-53755935,S3-512004288,S3-246572318,S3-517875362
S1-540365786	S2-967307623,S2-575934057,S3-284314343
S1-540672860	S2-626204944,S3-912108715
S1-540897787	S2-228055150
S1-541241346	S3-956173893,S3-931731258
S1-541260963	
S1-541564331	S2-806307778,S2-927829469,S3-618580700,S3-635065272
S1-541652796	S2-773814500,S3-377484195,S3-962839251
S1-541770027	
S1-542100901	S2-506661238,S2-23857704,S3-240777956
S1-542362386	S3-998017573,S3-909337052,S3-859540000
S1-543725881	S2-958794538,S2-831892977,S3-855594711,S3-780223416
S1-543921061	S2-421336102,S3-270026908
S1-544019441	S2-742004627,S2-958736361,S3-788798267,S3-177906458,S3-84023392
S1-544234524	S2-58976957,S2-45016263,S2-705193873,S2-720577772,S2-71681150,S3-597872814,S3-840456528
S1-544294706	S3-87347373,S3-690456791
S1-544342798	S2-436807197,S3-418878587
S1-544555328	
S1-545028787	S2-723073109,S3-592854960,S3-679221494,S3-698001501,S3-933613208
S1-545194664	S2-875292664,S3-357651507
S1-545392608	S2-593617514,S2-627436783,S3-764440395
S1-545789017	S2-786900870,S2-487620017
S1-54589569	S2-480806723,S2-960757175,S3-169000650,S3-553998510
S1-546713125	S2-321798343,S3-947336299,S3-396830798
S1-546733860	
S1-54680434	S2-939692207,S2-637071142,S3-448874739,S3-570966796
S1-547062323	
S1-548405427	S2-932303398,S2-178011358,S2-8643122,S3-341213453
S1-548790292	S3-437325633,S3-956557093,S3-918126506
S1-548791759	S2-973201092,S3-524673493,S3-182770463,S3-470839242
S1-548936776	S2-449583842,S2-371768304,S3-207977137,S3-292779200
S1-549461626	S2-102049237,S3-301075203,S3-943369747
S1-549815345	S2-804590895,S3-390556129
S1-549963411	S2-578408526,S2-771721901,S3-363467005,S3-755437996,S3-499944000,S3-772418215,S3-373446092
S1-550428647	S2-392746639,S3-457768320,S3-788432517,S3-652512826
S1-551015860	S2-158313022,S3-292204568,S3-478731355
S1-55102023	S2-26769586,S2-342693229,S2-678252225,S3-268574725,S3-740133508
S1-55120945	S2-840591741,S3-583278097,S3-941686559,S3-679177433
S1-551615800	S2-22476218,S2-215703608,S2-296702818,S3-518989322,S3-968806559,S3-546998874,S3-563157578
S1-551897263	S2-818108715,S2-600508751,S2-755298269,S3-602487572,S3-703809258
S1-552611163	S2-505027039
S1-55330790	S2-509907798,S2-992565768,S2-768746784,S3-896367662,S3-669957805
S1-553533042	S2-570054064,S2-132314322,S3-533194548,S3-235958774
S1-554633440	S2-985326144,S3-928449189,S3-479031396,S3-895605096
S1-554981898	S3-842303189,S3-835161472,S3-841441971
S1-5549868	S2-927226374,S2-766967246,S2-501612987,S2-923434810,S3-908305368,S3-353474033
S1-555331810	S2-244548978,S2-927687234,S2-458703934,S3-960742546,S3-155250976,S3-816779763
S1-555388048	S2-560732759,S2-405435509
S1-555507211	S3-936751003,S3-740926425
S1-555548772	S2-940722803,S2-846950639,S2-893818903,S2-717243601,S3-479784599,S3-338229801
S1-556943217	S2-816745920,S2-481491752,S2-234893686
S1-557017789	S2-501532384,S2-621441078,S3-675363019,S3-990011519
S1-557182088	S2-549413959,S3-448205614,S3-260526660,S3-677679839
S1-557339930	S2-283823416,S3-770273612
S1-557529591	S2-227746393,S2-287282200,S2-443032344,S3-456620262,S3-423053984,S3-540612128,S3-448947577
S1-557716936	S2-513582646,S3-422557056,S3-157723808
S1-557732888	S3-982486206,S3-551924161,S3-605275924,S3-51434313
S1-558077075	
S1-558219253	S2-894761114,S3-166949745,S3-72999449
S1-558254120	S2-662577349,S3-750382722,S3-390354526
S1-55827188	S2-199928569,S3-390550333,S3-708203587
S1-558506358	S2-716037189,S2-78578908,S3-333687466,S3-365785410
S1-558794180	
S1-559388448	S2-75027487,S2-591148884
S1-559395449	S2-324409229,S3-21736943
S1-559507599	S2-781939073,S2-109403164,S2-588554707,S3-588351494
S1-559563624	S2-103136730,S3-655589957,S3-143138365
S1-559727470	S2-940517995,S3-126956196,S3-882601144
S1-560575702	S2-196346378,S2-573351653,S3-195619936,S3-692157630,S3-646197669,S3-390827341
S1-560839264	S2-145955818,S2-465726675,S3-809803918,S3-409735078,S3-45975007
S1-561036116	S2-327412575,S2-224448983,S2-237957834,S3-400729578,S3-991034799
S1-561118340	S2-980284676,S2-856550637,S3-685119355
S1-561355903	S2-897874116,S3-937743205,S3-941520766
S1-561366941	S2-698358818,S2-956941579,S3-81732366,S3-718110537,S3-229478033,S3-901828542
S1-56182119	S2-3030193,S3-770259261
S1-561927605	S2-558206809,S3-158718068,S3-608841692,S3-592932974
S1-5624645	S2-350403548,S3-856000415,S3-609901996
S1-563260368	S2-179933565,S3-593720600,S3-101613543,S3-60124360
S1-563365732	S2-221718516,S3-87566567
S1-563566710	S2-929322462,S3-15836225,S3-535955096
S1-563768791	S2-601478884,S2-997623076,S2-152751557,S2-349426144,S3-253848184,S3-597044857,S3-692478426,S3-561475319
S1-563844373	S2-487033969,S3-599134250
S1-564556684	S2-856062910,S3-142684195
S1-564930729	S2-222405093,S2-45487499,S3-422179121,S3-300954704,S3-278310719
S1-56536350	S2-620888293,S2-485125889,S2-415209467,S2-726822102,S3-671898905,S3-907233119,S3-333827236,S3-303506640
S1-565415924	S2-753484016,S2-998258833,S3-746828380,S3-670037933
S1-56556913	S2-129238611,S3-266026719,S3-487427006
S1-56591462	S2-866331575,S2-266712959,S3-967350578,S3-299290019,S3-299086504
S1-566103091	S2-318615197,S2-397712648,S3-441820824,S3-142206754,S3-141295514
S1-56622125	S2-305266914,S2-633381170,S2-644437072,S3-279812093
S1-566494341	S2-186446441,S2-253470023,S2-438629493,S2-274221636,S3-568033945
S1-566557608	S2-946195239,S3-270317569
S1-568104900	S2-825251260,S3-327559435
S1-568299358	S2-601281735,S3-58030355,S3-138183509
S1-568352323	S2-250058738,S2-302140231,S3-915800950,S3-857906400,S3-143001190
S1-568435122	S2-149427969,S2-266408102,S2-231275263,S3-959117679
S1-568546215	S2-245631206,S2-728165215,S3-192212207,S3-719445262
S1-568565453	S2-41943099,S3-924672069,S3-628599815,S3-555098324
S1-569126046	S2-242610113,S3-26200270,S3-812062219,S3-258388829
S1-569265391	S2-100589240,S2-510115580,S3-41140946
S1-569268640	S2-347278420,S2-969880193,S3-835053798,S3-23545782
S1-569363022	S2-235258834,S2-237049626,S3-687592530
S1-569592374	S2-322489896,S3-341632221
S1-56989020	S2-52372336,S2-219682463,S2-192857282,S2-853245626,S3-142867134
S1-570080359	S2-491846677,S3-722388879
S1-570624954	S2-103127290,S2-67137409,S2-892039074,S2-372553458,S2-553647206,S3-679041488
S1-570678038	S2-144473418,S2-762231301,S3-949360846
S1-571298929	S2-878085475,S2-445579110,S2-501359150
S1-571857758	S2-563556565,S2-719240861,S3-330497418,S3-868623778
S1-572069678	S2-141205683,S3-194434612,S3-636370299
S1-572302194	S2-722111831,S3-114378979
S1-572881070	S2-422870027
S1-573207724	S2-767888565,S2-228086961,S3-679646011,S3-49818288
S1-57328953	S3-168948,S3-915725003,S3-53446548,S3-798425927
S1-573427830	S2-140481620,S3-309315952
S1-573513140	
S1-573601358	S2-763831839,S2-658151176,S2-716878563,S3-733768789
S1-574597330	S2-353486049,S3-745396525,S3-619531009,S3-580335535
S1-574959068	S2-555893480,S3-505201989,S3-504366718,S3-333067761
S1-574964449	S2-42921634,S3-945044329
S1-575642900	S2-729234998,S3-150291009
S1-576393711	S2-817374918,S3-30005277,S3-497227706,S3-165452142
S1-576399398	S2-171441141,S2-384166215,S3-572073146,S3-135863660
S1-576884583	S2-69954254
S1-57692338	S2-929914226,S3-789020230,S3-161706573,S3-525689812,S3-693918133,S3-568033726
S1-57693310	S2-150232100,S2-571846710,S3-169898620
S1-577018897	S2-450611443,S2-197540596,S3-927529142,S3-176178476,S3-423178749
S1-57720049	S2-778566440,S3-688127754,S3-649113779
S1-577222608	S2-817843525,S2-215448464,S2-656459981,S2-77786627,S3-708011838,S3-424335247
S1-577633788	S2-908651346,S2-367211974,S2-412569369,S3-116965329
S1-577676560	S2-472638175,S2-305675881,S3-737550057
S1-57780742	S2-520545633,S2-99032502,S3-410657710
S1-577851772	S2-685037457,S2-178235417,S3-727729826,S3-870289314
S1-578174893	S2-655862106,S3-955399846,S3-24164531
S1-578353639	S2-605501962,S3-947637879
S1-579314410	S2-126230309,S3-741222361,S3-939233594,S3-806206859
S1-579996157	S2-930896111,S3-593524067,S3-932923135,S3-690341042,S3-477056112
S1-580099825	S2-678976121,S2-727332872,S3-997150569,S3-862253347,S3-533034328
S1-580379341	S2-211535992,S2-881659552,S2-430332176,S2-622952902,S3-344641523,S3-31662325,S3-998211678,S3-188129705
S1-580584358	S2-824112869,S2-290583117,S2-616373038,S3-888372019,S3-832888050
S1-580893806	S2-553181905,S3-771260029,S3-750093551
S1-581088143	S2-685574633,S2-247550762,S2-323802851,S2-735148041,S3-902946857
S1-581169009	S2-473280780,S2-802063325,S2-161558142,S3-395250899,S3-398255581
S1-581606301	S2-116799176,S3-573066542,S3-345947515,S3-511523251,S3-929770206
S1-581837101	
S1-582055058	S2-961232838,S3-511278983,S3-183464000,S3-741350229,S3-754898115
S1-582057159	S3-878449960,S3-365222263,S3-824789165
S1-582673649	S2-848225533,S2-736331626,S3-743014621,S3-782906387
S1-582710895	S2-258372317
S1-582733437	S2-318811948,S2-415686278,S3-68999863,S3-188923749,S3-108916772,S3-504298489
S1-582824483	S2-401958074,S3-500130522
S1-583094024	S2-269224248,S2-687057839,S3-148950695,S3-748402326,S3-695226866,S3-553170067
S1-58310747	S2-194617073,S2-816369855,S3-61540439
S1-583963539	S2-383456432,S2-434595318,S3-897245044
S1-584121250	S2-833835071,S2-977274062,S3-805963150,S3-174936848
S1-584164456	S2-473005494,S2-532541174,S2-369022413,S3-69058435,S3-815730569,S3-96759990,S3-52356875,S3-953910280
S1-585107938	S2-162466262,S2-468881596,S2-444412919,S3-644100647
S1-585186987	S2-456374589,S3-398213020,S3-310027318,S3-809254586
S1-585527898	S2-822780417,S2-535155632,S2-408437595,S2-710725182,S2-652366986,S3-394684549
S1-585559117	S2-346589632,S3-747068282
S1-585883008	S2-351772613,S3-784664991,S3-789774880,S3-850453447
S1-586108049	S2-649977241,S2-316511244,S3-345120975
S1-586172272	S2-115376155,S2-762119244,S2-284132288,S3-156588948,S3-476760931,S3-245510192
S1-586452023	S3-744322569
S1-58659558	S2-79661652,S3-852689428
S1-586802916	S2-463583099,S3-677994013,S3-178727963,S3-876317807
S1-587254698	S2-694146601,S3-83012815,S3-702066652,S3-475452824
S1-587336001	S2-905662417,S3-910731661
S1-588225957	S2-747575632,S3-459613034,S3-381837220,S3-171910255,S3-453259107
S1-58845326	S2-872330815,S3-40935887,S3-234693000
S1-588668770	S2-595748024,S2-133151491,S3-12346318
S1-589146327	S2-859538155,S3-763063338,S3-414540153
S1-589298046	S2-477009838,S2-986420260,S2-132408883,S3-360695819,S3-9144763
S1-589302928	S2-941440121,S3-662229299,S3-621332247
S1-589512581	S2-292530643,S2-686617937,S3-908368622,S3-395707877,S3-860033657
S1-589897012	S2-939655471,S2-139857514,S3-845860200,S3-386092715,S3-722585203
S1-590041452	S2-624884266,S2-870576158,S3-832965754
S1-590773946	S2-861367011,S3-724938879,S3-874472735
S1-590916075	S2-590959479,S2-340876090,S2-675679111,S3-247351783
S1-59097545	S2-257682674,S2-979081504,S2-220971295,S3-357137520
S1-590984670	S2-804333818,S2-915448664,S3-752669342
S1-593565451	S2-101734060,S2-394956324,S3-32168972,S3-918923760
S1-593879269	S2-526623966,S2-456711689,S3-207758425,S3-633581117
S1-594278973	S2-969272795,S3-172091879,S3-841641783,S3-365890480
S1-594559549	S2-470262564,S2-571585757,S3-703937841,S3-301206769
S1-594942226	S2-768552033,S2-576245318,S2-257283762
S1-595374997	S2-876595795,S2-293208831,S3-129082904,S3-254800941,S3-253835378
S1-595475905	
S1-595528482	S2-897700073,S3-789669465,S3-714712507,S3-356441967
S1-595558619	S2-460847085,S3-711664808,S3-84758919,S3-756979148
S1-596665846	S2-76762829,S3-557619767
S1-597059294	S2-217655815,S3-412675635,S3-533601960
S1-597079008	S2-795274572,S3-509436145,S3-386233034
S1-597096405	S2-643386673,S3-854346042,S3-555405995
S1-597460622	S2-264939701,S3-99530999
S1-5974875	S2-497689768,S3-420381198,S3-714823926,S3-742960553,S3-34152919
S1-597655654	S2-219974924,S3-599368309,S3-472648820,S3-89178126
S1-597769288	
S1-597908585	S2-565726797,S2-439681721,S3-84227129
S1-59915191	S3-893019704,S3-960894763,S3-982360526,S3-758905085
S1-599310463	S2-184453112,S2-924708653,S3-679184843
S1-599743648	S2-298846571,S3-870019596,S3-985593975
S1-599939691	S2-803563700,S3-743077233
S1-600198554	S2-733983546,S3-303795989
S1-600526776	S2-483300875,S2-957562492,S2-170289426,S3-770808282,S3-149054551
S1-600678953	S2-784290103,S2-91963005,S2-616540962,S3-460508523
S1-600758856	
S1-601922964	S2-781288770,S3-247889089,S3-834248782,S3-925709661
S1-602397206	S2-175858676,S3-487317374
S1-602430416	S3-586577482
S1-602458726	S2-679422997,S2-99386463,S2-302648171,S2-126067707,S3-211069939,S3-87938673,S3-982414529
S1-60309256	S2-114281834,S3-228813251
S1-603195721	S2-901195507,S3-852648544
S1-603550112	S2-866284436,S3-525551541,S3-806073863
S1-604240541	
S1-604403095	S2-492071416,S2-498288097,S3-144245757,S3-461563611,S3-271101116
S1-604514530	S2-946309159,S2-766286432,S3-727714190,S3-201888063,S3-119206755,S3-657210275
S1-604613471	S2-72109356,S3-840172637
S1-605100650	S2-815723444,S2-7032765,S3-740474524,S3-220057908
S1-605340665	S2-488316674,S3-774264294,S3-835696575,S3-167093983
S1-605603664	S2-330394293,S3-805538277,S3-360333983
S1-606291083	S3-19469119
S1-606417048	S2-469646534,S2-617695400,S2-326894716,S3-715170245,S3-178592236,S3-608992581,S3-497590895
S1-606541764	S2-58428358,S2-301085351,S3-970850240,S3-996867278,S3-78349716,S3-290151609,S3-268387314
S1-606568823	S2-882571147,S3-499315506,S3-340647469,S3-25476728,S3-576530163,S3-343436361
S1-606938203	S2-510783646,S2-775398177,S3-646837932
S1-607280488	S2-929936455,S3-617907207
S1-607312695	S3-558439466
S1-60760702	S2-846455327,S2-832455827,S3-814438640
S1-607735851	S2-470933977,S2-490663192,S3-133165377,S3-400206257,S3-183552696,S3-61176446
S1-607933705	S2-48775726,S2-694603082,S2-536318594
S1-60823411	S2-260026808,S2-486098610,S2-52265545,S3-357344248,S3-223742508,S3-952640420,S3-601941917
S1-608369126	S2-941068402,S3-367414779
S1-60889636	S2-568672826,S2-327785594,S2-386874693
S1-609144004	S2-465402249,S2-292065170,S2-903667452,S2-34287809,S3-617884806,S3-987481073,S3-993001345
S1-609146900	S2-412711831,S2-551668059,S2-278558340,S3-828931529,S3-957212623,S3-978811646,S3-212730905
S1-609167497	S2-48120151,S3-830004537
S1-609730619	S2-20353082,S3-749599438
S1-60980827	S2-553077983,S2-719386833,S2-167820016,S3-314408388
S1-610896472	S3-939281501
S1-610913484	S3-942661821,S3-668897902,S3-692598374
S1-611182218	S2-346736217,S2-353809916,S3-337523703,S3-867234917,S3-557248952
S1-611800581	S2-100653672,S3-353223137,S3-779816333,S3-45656546
S1-612342775	S2-193952876,S2-10119839,S3-33480972,S3-484534511,S3-635806702
S1-612610333	S2-205673773,S3-322781775,S3-786247717,S3-888110277,S3-665694421
S1-612950538	S2-75882467,S3-40972739
S1-613071411	S2-688061730
S1-613316968	S2-114535787,S2-154458952,S3-54750816,S3-331890357
S1-614013818	S2-236853424,S3-977141681,S3-303939088
S1-61408376	S2-779204069,S3-745783922
S1-614166735	S2-836231990,S2-25291679,S3-609578756,S3-244407822,S3-974804011,S3-84053529
S1-615265325	S2-524051596,S2-52423327,S3-960639433,S3-606384253,S3-513548155
S1-615954597	S2-756966786,S2-904544751,S3-869110690,S3-876780801,S3-949015383
S1-616475804	S2-697305117,S2-976236968,S2-579645614
S1-616995300	S2-880350419,S3-290434047
S1-61829385	S2-606523464,S3-196764206
S1-618571743	S2-713235202,S3-283742535,S3-989791912
S1-618704174	S2-629206912,S3-2388650,S3-456151183
S1-618837936	S2-451321933,S3-366370138
S1-618997236	S2-903630131,S2-756053030,S2-931963433,S3-295405725
S1-61939087	S2-421905325,S2-383609200,S3-230100035,S3-522899841
S1-619552943	S2-960216780,S3-352399690,S3-143273381
S1-6196517	S2-965299261,S2-162907714,S3-866209422,S3-877474578,S3-170433338
S1-619956812	S2-656843184,S2-202370238,S2-632444705,S3-97180360
S1-620787839	S2-780515242,S2-939893104,S3-105063195,S3-323515499
S1-621085351	S2-832345733,S2-550949675,S2-30145440,S3-437021658
S1-621207870	S2-633065101,S2-226553410,S2-838673872,S2-291615624,S3-142908372,S3-143802519,S3-574449603,S3-328568381
S1-621208988	S2-682448909,S2-900239073,S3-813502551,S3-719006744,S3-722698281
S1-621241096	S2-771090528,S2-527565372,S2-674262201,S3-700958179,S3-166402364
S1-621577396	S2-146930995,S3-946318503,S3-936252012,S3-126366503
S1-622183692	S2-712217107,S3-95865373,S3-543521209
S1-622802949	S2-19975235,S2-570715630,S3-378145761
S1-623115224	S2-970000048,S2-809941179,S2-110354210,S3-910880935,S3-375487017,S3-267566198
S1-623177460	
S1-623452738	S2-923164499,S3-341675461
S1-623475769	S2-521267627,S2-461264956,S3-639010776,S3-269194036
S1-623762053	S2-678587304,S3-158851482,S3-756041349
S1-623821600	S3-924191082
S1-623858923	S2-953732029,S2-955479758,S2-853579960,S3-321682015
S1-623993543	S2-358855638,S3-155968076
S1-624656570	S2-80844616,S2-611277765,S3-534427968
S1-624714972	S3-206141879,S3-618219116,S3-987685972,S3-988234112
S1-624983672	S2-66196373,S2-880548117,S2-467840850,S2-976577942,S3-363585027,S3-931804603,S3-845097458
S1-626837857	
S1-626949347	S2-328243888,S2-967700098
S1-626976426	S2-269571804,S2-574130666,S3-31466193
S1-627754038	S2-580185317,S2-114507442,S2-463040366,S3-371491886,S3-300332251,S3-453478096,S3-2195600,S3-199169745
S1-627975754	S2-450766897,S3-713556426,S3-571731962,S3-181595855,S3-743333234
S1-627999780	S2-357468066,S3-728752108
S1-628241119	S3-238294489,S3-600089858
S1-628245995	S2-841405712,S2-36617327,S3-240614916,S3-876569759,S3-321866549
S1-628407801	S2-847732135,S2-836654823,S3-106633966
S1-628791405	S2-926286422,S3-28261890,S3-538543413
S1-629090802	S2-566443303,S2-427094862,S2-14340589,S3-71941271,S3-995359172
S1-629270773	S2-763543894,S3-391515107,S3-656061378,S3-602898833
S1-630149953	S2-115238959,S2-138839775,S2-981531199,S2-229301244,S3-518479504,S3-728742174
S1-630257849	S2-891918323,S2-820492235,S3-130399752,S3-700165534,S3-675465231,S3-961331087,S3-916884023
